#b0000
#b110101100
#b110101110
#b110101111
#b110110000
#b110110001
#b110110010
#b110110011
#b110111000
#b110111001
#b110111100
#b111000010
#b111000011
#b111000100
#b111000101
#b111000110
#b111000111
#b111001000
#b111001010
#b111001011
#b111001101
#b111001111
#b111010000
#b111010001
#b111010010
#b111010011
#b111010110
#b111010111
#b111011000
#b111011001
#b111100001
#b111100010
#b111100011
#b111100100
#b111100101
#b111100110
#b111100111
#b111101000
#b111101001
#b111101011
#b111101100
#b1000010011
#b1000010100
#b1000010110
#b1000010111
#b1000011001
#b1000011010
#b1000011011
#b1000011100
#b1000011101
#b1000011110
#b1000100110
#b1000100111
#b1000101001
#b1000101100
#b1000101101
#b1000101110
#b1000101111
#b1000110010
#b1000110100
#b1000110101
#b1000110111
#b1000111001
#b1000111010
#b1000111011
#b1000111100
#b1000111101
#b1001000011
#b1001000110
#b1001000111
#b1001010000
#b1001010001
#b1001011000
#b1001011010
#b1001011100
#b1001011101
#b1001011110
#b1001100001
#b1001100010
#b1001101000
#b1001101011
#b1001101110
#b1001101111
#b1001110000
#b1001110001
#b1001110100
#b1001110101
#b1001110110
#b1001111000
#b1001111010
#b1001111011
#b1010000101
#b1010000110
#b1010000111
#b1010001011
#b1010001100
#b1010001101
#b1010001110
#b1010001111
#b1010010110
#b1010010111
#b1010011000
#b1010011011
#b1010011100
#b1010011101
#b1010011110
#b1010110000
#b1010110001
#b1010110010
#b1010110011
#b1010111000
#b1010111001
#b1010111100
#b1010111101
#b1011000010
#b1011000011
#b1011000100
#b1011000101
#b1011000111
#b1011001000
#b1011001010
#b1011001110
#b1011001111
#b1011010000
#b1011010001
#b1011010010
#b1011010011
#b1011100001
#b1011100010
#b1011100011
#b1011100100
#b1011100101
#b1011100110
#b1011101000
#b1011101001
#b1011110000
#b1011110001
#b1011110010
#b1011110011
#b1011110100
#b1011110101
#b1100001001
#b1100001010
#b1100001011
#b1100001101
#b1100001110
#b1100001111
#b1100010011
#b1100010100
#b1100010110
#b1100010111
#b1100011010
#b1100011011
#b1100011101
#b1100011110
#b1100100001
#b1100100011
#b1100101000
#b1100101101
#b1100101110
#b1100101111
#b1100110100
#b1100110101
#b1100110111
#b1100111010
#b1100111011
#b1100111101
#b1101000010
#b1101000011
#b1101000101
#b1101000110
#b1101000111
#b1101001011
#b1101001100
#b1101001110
#b1101001111
#b1101011000
#b1101011001
#b1101011100
#b1101011110
#b1101100001
#b1101100010
#b1101100011
#b1101100100
#b1101100101
#b1101100111
#b1101110000
#b1101110001
#b1101110010
#b1101110011
#b1101111000
#b1101111001
#b1110000100
#b1110000101
#b1110000110
#b1110000111
#b1110001001
#b1110001010
#b1110001011
#b1110001101
#b1110001111
#b1110010000
#b1110010001
#b1110010100
#b1110010110
#b1110010111
#b1110011010
#b1110011011
#b1110100001
#b1110100010
#b1110100011
#b1110100101
#b1110100110
#b1110100111
#b1110101100
#b1110101111
#b1110110000
#b1110110001
#b1110110010
#b1110110011
#b1111000010
#b1111000011
#b1111000100
#b1111000101
#b1111000110
#b1111000111
#b1111001000
#b1111001010
#b1111001011
#b1111001101
#b1111010000
#b1111010001
#b1111010010
#b1111010011
#b1111010110
#b1111010111
#b1111011000
#b1111011001
#b10000100110
#b10000100111
#b10000101001
#b10000101100
#b10000101101
#b10000101110
#b10000101111
#b10000110010
#b10000110100
#b10000110101
#b10000110111
#b10000111001
#b10000111010
#b10000111011
#b10000111100
#b10000111101
#b10001001100
#b10001001101
#b10001001110
#b10001001111
#b10001010011
#b10001011001
#b10001011010
#b10001011100
#b10001011101
#b10001011110
#b10001100100
#b10001100101
#b10001101001
#b10001101011
#b10001101110
#b10001101111
#b10001110010
#b10001110100
#b10001110101
#b10001110110
#b10001111001
#b10001111010
#b10001111011
#b10010000110
#b10010000111
#b10010001100
#b10010001101
#b10010001110
#b10010001111
#b10010100001
#b10010100011
#b10010110000
#b10010110001
#b10010110100
#b10010111000
#b10010111010
#b10010111100
#b10010111101
#b10011000010
#b10011000100
#b10011000101
#b10011010000
#b10011010001
#b10011010111
#b10011011100
#b10011011110
#b10011100001
#b10011100010
#b10011101000
#b10011101011
#b10011101100
#b10011110000
#b10011110001
#b10011110100
#b10011110101
#b10011110110
#b10100001011
#b10100001100
#b10100001101
#b10100001110
#b10100001111
#b10100010110
#b10100010111
#b10100011001
#b10100011011
#b10100011100
#b10100011101
#b10100011110
#b10100101100
#b10100101101
#b10100101110
#b10100101111
#b10100110000
#b10100110001
#b10100110111
#b10100111000
#b10100111011
#b10100111100
#b10100111101
#b10101100001
#b10101100010
#b10101100011
#b10101100100
#b10101100111
#b10101110000
#b10101110001
#b10101110010
#b10101110011
#b10101111000
#b10101111001
#b10110000100
#b10110000101
#b10110000111
#b10110001001
#b10110001010
#b10110001110
#b10110001111
#b10110010000
#b10110010001
#b10110010100
#b10110011101
#b10110011110
#b10110100001
#b10110100010
#b10110100011
#b10110100101
#b10110100111
#b10111000010
#b10111000011
#b10111000100
#b10111000101
#b10111000110
#b10111001000
#b10111001010
#b10111001101
#b10111010000
#b10111010001
#b10111010010
#b10111010011
#b10111100001
#b10111100010
#b10111100011
#b10111100100
#b10111100101
#b10111100110
#b10111101000
#b10111101001
#b11000010011
#b11000010100
#b11000010110
#b11000010111
#b11000011010
#b11000011011
#b11000011101
#b11000011110
#b11000100110
#b11000100111
#b11000101001
#b11000101101
#b11000101110
#b11000101111
#b11000110100
#b11000110101
#b11000110111
#b11000111010
#b11000111011
#b11000111101
#b11001000011
#b11001000110
#b11001000111
#b11001010000
#b11001010001
#b11001011010
#b11001011101
#b11001011110
#b11001101000
#b11001101011
#b11001101110
#b11001101111
#b11001110100
#b11001110101
#b11001110110
#b11001111010
#b11001111011
#b11010000101
#b11010000110
#b11010000111
#b11010001011
#b11010001100
#b11010001110
#b11010001111
#b11010010110
#b11010010111
#b11010011000
#b11010011100
#b11010011110
#b11010110000
#b11010110001
#b11010110010
#b11010110011
#b11010111000
#b11010111001
#b11010111100
#b11011000010
#b11011000011
#b11011000100
#b11011000101
#b11011000111
#b11011001000
#b11011001010
#b11011001110
#b11011001111
#b11011100001
#b11011100010
#b11011100011
#b11011100100
#b11011100101
#b11011100110
#b11011110000
#b11011110001
#b11011110010
#b11011110011
#b11100001001
#b11100001010
#b11100001011
#b11100001101
#b11100001111
#b11100010011
#b11100010100
#b11100010110
#b11100010111
#b11100011010
#b11100011011
#b11100100001
#b11100100011
#b11100101000
#b11100101101
#b11100101111
#b11100110100
#b11100110101
#b11100110111
#b11101000010
#b11101000011
#b11101000101
#b11101000110
#b11101000111
#b11101001011
#b11101001100
#b11101001111
#b11101011000
#b11101011001
#b11101100001
#b11101100010
#b11101100011
#b11101100100
#b11101100101
#b11101100111
#b11110000100
#b11110000101
#b11110000110
#b11110000111
#b11110001001
#b11110001010
#b11110001011
#b11110001101
#b11110010000
#b11110010001
#b11110010100
#b11110010110
#b11110010111
#b11110011010
#b11110011011
#b11110100001
#b11110100010
#b11110100011
#b11110100101
#b11110100110
#b11110100111
#b11110101100
#b11110110000
#b11110110001
#b11110110010
#b11110110011
#b100001001100
#b100001001101
#b100001001110
#b100001001111
#b100001010011
#b100001011001
#b100001011010
#b100001011100
#b100001011101
#b100001011110
#b100001100100
#b100001100101
#b100001101001
#b100001101011
#b100001101110
#b100001101111
#b100001110010
#b100001110100
#b100001110101
#b100001110110
#b100001111001
#b100001111010
#b100001111011
#b100010011010
#b100010011011
#b100010011100
#b100010011101
#b100010011110
#b100010100110
#b100010100111
#b100010110011
#b100010110100
#b100010111001
#b100010111010
#b100010111100
#b100010111101
#b100011001010
#b100011001011
#b100011010010
#b100011010111
#b100011011100
#b100011011110
#b100011100100
#b100011100101
#b100011101001
#b100011101011
#b100011101100
#b100011110010
#b100011110100
#b100011110101
#b100011110110
#b100100001100
#b100100001101
#b100100001110
#b100100001111
#b100100011010
#b100100011011
#b100100011100
#b100100011101
#b100100011110
#b100101000011
#b100101000110
#b100101000111
#b100101100001
#b100101100011
#b100101101000
#b100101110000
#b100101110001
#b100101110100
#b100101111000
#b100101111010
#b100110000100
#b100110000101
#b100110001010
#b100110001011
#b100110100001
#b100110100010
#b100110101110
#b100110101111
#b100110111000
#b100110111100
#b100111000010
#b100111000100
#b100111000101
#b100111010000
#b100111010001
#b100111010110
#b100111011000
#b100111100001
#b100111100010
#b100111101000
#b100111101011
#b100111101100
#b101000010110
#b101000010111
#b101000011001
#b101000011011
#b101000011100
#b101000011101
#b101000011110
#b101000101100
#b101000101101
#b101000101110
#b101000101111
#b101000110010
#b101000110111
#b101000111001
#b101000111011
#b101000111100
#b101000111101
#b101001011000
#b101001011100
#b101001011101
#b101001011110
#b101001100001
#b101001100010
#b101001101110
#b101001101111
#b101001110000
#b101001110001
#b101001110110
#b101001111000
#b101001111011
#b101011000010
#b101011000011
#b101011000100
#b101011000111
#b101011001000
#b101011001110
#b101011001111
#b101011100001
#b101011100010
#b101011100011
#b101011100100
#b101011100110
#b101011110000
#b101011110001
#b101011110010
#b101011110011
#b101100001001
#b101100001010
#b101100001110
#b101100001111
#b101100010011
#b101100010100
#b101100011101
#b101100011110
#b101100100001
#b101100100011
#b101100101000
#b101100111010
#b101100111101
#b101101000010
#b101101000011
#b101101000101
#b101101000111
#b101101001110
#b101101001111
#b101110000100
#b101110000101
#b101110000110
#b101110001001
#b101110001010
#b101110001101
#b101110010000
#b101110010001
#b101110010100
#b101110011010
#b101110100001
#b101110100010
#b101110100011
#b101110100101
#b101110100110
#b101111000010
#b101111000011
#b101111000100
#b101111000101
#b101111000110
#b101111001000
#b101111001010
#b101111001101
#b101111010000
#b101111010001
#b101111010010
#b101111010011
#b110000100110
#b110000100111
#b110000101001
#b110000101101
#b110000101110
#b110000101111
#b110000110100
#b110000110101
#b110000110111
#b110000111010
#b110000111011
#b110000111101
#b110001001101
#b110001001110
#b110001001111
#b110001010011
#b110001011010
#b110001011101
#b110001011110
#b110001101001
#b110001101011
#b110001101110
#b110001101111
#b110001110100
#b110001110101
#b110001110110
#b110001111010
#b110001111011
#b110010000110
#b110010000111
#b110010001101
#b110010001110
#b110010001111
#b110010100001
#b110010100011
#b110010110100
#b110010111010
#b110010111101
#b110011010000
#b110011010001
#b110011010111
#b110011011110
#b110011101000
#b110011101011
#b110011110100
#b110011110101
#b110011110110
#b110100001011
#b110100001100
#b110100001110
#b110100001111
#b110100010110
#b110100010111
#b110100011001
#b110100011100
#b110100011110
#b110100101100
#b110100101110
#b110100101111
#b110100110000
#b110100110001
#b110100111000
#b110100111100
#b110101100001
#b110101100010
#b110101100011
#b110101100100
#b110101100111
#b110101110000
#b110101110001
#b110101110010
#b110101110011
#b110101111000
#b110101111001
#b110110000100
#b110110000101
#b110110000111
#b110110001001
#b110110001010
#b110110001110
#b110110001111
#b110110010000
#b110110010001
#b110110010100
#b110110011110
#b110111000010
#b110111000011
#b110111000100
#b110111000101
#b110111000110
#b110111001000
#b110111001010
#b110111100001
#b110111100010
#b110111100011
#b110111100100
#b110111100101
#b110111100110
#b111000010011
#b111000010100
#b111000010110
#b111000010111
#b111000011010
#b111000011011
#b111000100110
#b111000100111
#b111000101001
#b111000101101
#b111000101111
#b111000110100
#b111000110101
#b111000110111
#b111001000011
#b111001000110
#b111001000111
#b111001010000
#b111001010001
#b111001011010
#b111001101000
#b111001101011
#b111001101111
#b111010000101
#b111010000110
#b111010000111
#b111010001011
#b111010001100
#b111010001111
#b111010010110
#b111010010111
#b111010011000
#b111010110000
#b111010110001
#b111010110010
#b111010110011
#b111011000010
#b111011000011
#b111011000100
#b111011000101
#b111011000111
#b111011001000
#b111011001010
#b111011001111
#b111100001001
#b111100001010
#b111100001011
#b111100001101
#b111100010011
#b111100010100
#b111100010110
#b111100010111
#b111100011010
#b111100011011
#b111100100001
#b111100100011
#b111100101000
#b111100101101
#b111100110100
#b111100110101
#b111100110111
#b111101000010
#b111101000011
#b111101000101
#b111101000110
#b111101000111
#b111101001011
#b111101001100
#b111101011000
#b111101011001
#b111101100001
#b111101100010
#b111101100011
#b111101100100
#b111101100101
#b111101100111
#b1000010011010
#b1000010011011
#b1000010011100
#b1000010011101
#b1000010011110
#b1000010100110
#b1000010100111
#b1000010110011
#b1000010110100
#b1000010111001
#b1000010111010
#b1000010111100
#b1000010111101
#b1000011001010
#b1000011001011
#b1000011010010
#b1000011010111
#b1000011011100
#b1000011011110
#b1000011100100
#b1000011100101
#b1000011101001
#b1000011101011
#b1000011101100
#b1000011110010
#b1000011110100
#b1000011110101
#b1000011110110
#b1000100110101
#b1000100110111
#b1000100111010
#b1000100111011
#b1000100111100
#b1000100111101
#b1000101001100
#b1000101001101
#b1000101001110
#b1000101001111
#b1000101100111
#b1000101101001
#b1000101110011
#b1000101110100
#b1000101111001
#b1000101111010
#b1000110010100
#b1000110010111
#b1000110100101
#b1000110101110
#b1000110101111
#b1000110111001
#b1000110111100
#b1000111001010
#b1000111001011
#b1000111010010
#b1000111010110
#b1000111011001
#b1000111100100
#b1000111100101
#b1000111101001
#b1000111101011
#b1000111101100
#b1001000011010
#b1001000011011
#b1001000011100
#b1001000011101
#b1001000011110
#b1001000110101
#b1001000110111
#b1001000111010
#b1001000111011
#b1001000111100
#b1001000111101
#b1001010000110
#b1001010000111
#b1001010001100
#b1001010001101
#b1001010001110
#b1001010001111
#b1001011000011
#b1001011000111
#b1001011010000
#b1001011010001
#b1001011100001
#b1001011100011
#b1001011101000
#b1001011110000
#b1001011110001
#b1001011110100
#b1001100001010
#b1001100001011
#b1001100010100
#b1001100010111
#b1001101000010
#b1001101000101
#b1001101011100
#b1001101011110
#b1001101110000
#b1001101110001
#b1001101111000
#b1001110000100
#b1001110000101
#b1001110001010
#b1001110001011
#b1001110100001
#b1001110100010
#b1001110101100
#b1001110110000
#b1001110110001
#b1001111000010
#b1001111000100
#b1001111000101
#b1001111010000
#b1001111010001
#b1001111010110
#b1001111011000
#b1010000101100
#b1010000101101
#b1010000101110
#b1010000101111
#b1010000110010
#b1010000110111
#b1010000111001
#b1010000111011
#b1010000111100
#b1010000111101
#b1010001011001
#b1010001011100
#b1010001011101
#b1010001011110
#b1010001100101
#b1010001101110
#b1010001101111
#b1010001110010
#b1010001110110
#b1010001111001
#b1010001111011
#b1010010110000
#b1010010110001
#b1010010111000
#b1010010111100
#b1010010111101
#b1010011000010
#b1010011000101
#b1010011011100
#b1010011011110
#b1010011100001
#b1010011100010
#b1010011101100
#b1010011110000
#b1010011110001
#b1010011110110
#b1010110000100
#b1010110000111
#b1010110001001
#b1010110001110
#b1010110001111
#b1010110010000
#b1010110010001
#b1010110011101
#b1010110011110
#b1010111000010
#b1010111000011
#b1010111000100
#b1010111000110
#b1010111001000
#b1010111001101
#b1010111100001
#b1010111100010
#b1010111100011
#b1010111100100
#b1010111100110
#b1011000010011
#b1011000010100
#b1011000011101
#b1011000011110
#b1011000100111
#b1011000101001
#b1011000111010
#b1011000111101
#b1011001000011
#b1011001000111
#b1011001010000
#b1011001010001
#b1011001110100
#b1011001110101
#b1011001111010
#b1011010000101
#b1011010000111
#b1011010001110
#b1011010001111
#b1011010011100
#b1011010011110
#b1011100001001
#b1011100001010
#b1011100001101
#b1011100010011
#b1011100010100
#b1011100011010
#b1011100100001
#b1011100100011
#b1011100101000
#b1011100110100
#b1011100110101
#b1011101000010
#b1011101000011
#b1011101000101
#b1011101000110
#b1011101001100
#b1011110000100
#b1011110000101
#b1011110000110
#b1011110001001
#b1011110001010
#b1011110001101
#b1011110010000
#b1011110010001
#b1011110010100
#b1011110011010
#b1011110100001
#b1011110100010
#b1011110100011
#b1011110100101
#b1011110100110
#b1100001001101
#b1100001001110
#b1100001001111
#b1100001010011
#b1100001011010
#b1100001011101
#b1100001011110
#b1100001101001
#b1100001101011
#b1100001101110
#b1100001101111
#b1100001110100
#b1100001110101
#b1100001110110
#b1100001111010
#b1100001111011
#b1100010011010
#b1100010011011
#b1100010011101
#b1100010011110
#b1100010100110
#b1100010100111
#b1100010110100
#b1100010111010
#b1100010111101
#b1100011010010
#b1100011010111
#b1100011011110
#b1100011101001
#b1100011101011
#b1100011110100
#b1100011110101
#b1100011110110
#b1100100001101
#b1100100001110
#b1100100001111
#b1100100011010
#b1100100011011
#b1100100011101
#b1100100011110
#b1100101000011
#b1100101000110
#b1100101000111
#b1100101101000
#b1100101110100
#b1100101111010
#b1100110100001
#b1100110100010
#b1100110101110
#b1100110101111
#b1100111010000
#b1100111010001
#b1100111010110
#b1100111101000
#b1100111101011
#b1101000010110
#b1101000010111
#b1101000011001
#b1101000011100
#b1101000011110
#b1101000101100
#b1101000101110
#b1101000101111
#b1101000110010
#b1101000111001
#b1101000111100
#b1101001011000
#b1101001011100
#b1101001011110
#b1101001100001
#b1101001100010
#b1101001110000
#b1101001110001
#b1101001111000
#b1101011000010
#b1101011000011
#b1101011000100
#b1101011000111
#b1101011001000
#b1101011001110
#b1101011001111
#b1101011100001
#b1101011100010
#b1101011100011
#b1101011100100
#b1101011100110
#b1101011110000
#b1101011110001
#b1101011110010
#b1101011110011
#b1101100001001
#b1101100001010
#b1101100001110
#b1101100001111
#b1101100010011
#b1101100010100
#b1101100011110
#b1101100100001
#b1101100100011
#b1101100101000
#b1101110000100
#b1101110000101
#b1101110000110
#b1101110001001
#b1101110001010
#b1101110010000
#b1101110010001
#b1101110010100
#b1101111000010
#b1101111000011
#b1101111000100
#b1101111000101
#b1101111000110
#b1101111001000
#b1101111001010
#b1110000100110
#b1110000100111
#b1110000101001
#b1110000101101
#b1110000101111
#b1110000110100
#b1110000110101
#b1110000110111
#b1110001001101
#b1110001001111
#b1110001010011
#b1110001011010
#b1110001101001
#b1110001101011
#b1110001101111
#b1110010000110
#b1110010000111
#b1110010001101
#b1110010001111
#b1110010100001
#b1110010100011
#b1110010110100
#b1110011010000
#b1110011010001
#b1110011010111
#b1110100001011
#b1110100001100
#b1110100001111
#b1110100010110
#b1110100010111
#b1110100011001
#b1110100101100
#b1110100101111
#b1110100110000
#b1110100110001
#b1110101100001
#b1110101100010
#b1110101100011
#b1110101100100
#b1110101100111
#b1110110000100
#b1110110000101
#b1110110000111
#b1110110001001
#b1110110001010
#b1110110001111
#b1110110010000
#b1110110010001
#b1110110010100
#b1111000010011
#b1111000010100
#b1111000010110
#b1111000010111
#b1111000011010
#b1111000011011
#b1111000100110
#b1111000100111
#b1111000101001
#b1111000101101
#b1111000110100
#b1111000110101
#b1111000110111
#b1111001000011
#b1111001000110
#b1111001000111
#b1111001010000
#b1111001010001
#b1111001011010
#b1111001101000
#b1111001101011
#b1111010000101
#b1111010000110
#b1111010000111
#b1111010001011
#b1111010001100
#b1111010010110
#b1111010010111
#b1111010011000
#b1111010110000
#b1111010110001
#b1111010110010
#b1111010110011
#b1111011000010
#b1111011000011
#b1111011000100
#b1111011000101
#b1111011000111
#b1111011001000
#b1111011001010
#b10000100110101
#b10000100110111
#b10000100111010
#b10000100111011
#b10000100111100
#b10000100111101
#b10000101001100
#b10000101001101
#b10000101001110
#b10000101001111
#b10000101100111
#b10000101101001
#b10000101110011
#b10000101110100
#b10000101111001
#b10000101111010
#b10000110010100
#b10000110010111
#b10000110100101
#b10000110101110
#b10000110101111
#b10000110111001
#b10000110111100
#b10000111001010
#b10000111001011
#b10000111010010
#b10000111010110
#b10000111011001
#b10000111100100
#b10000111100101
#b10000111101001
#b10000111101011
#b10000111101100
#b10001001101011
#b10001001101110
#b10001001101111
#b10001001110101
#b10001001110110
#b10001001111010
#b10001001111011
#b10001010011011
#b10001010011100
#b10001010011101
#b10001010011110
#b10001011001110
#b10001011001111
#b10001011010011
#b10001011100110
#b10001011101001
#b10001011110011
#b10001011110100
#b10001100101110
#b10001100101111
#b10001101001011
#b10001101011100
#b10001101011110
#b10001101110010
#b10001101111001
#b10001110010100
#b10001110010110
#b10001110100101
#b10001110101100
#b10001110110010
#b10001111001010
#b10001111001011
#b10001111010010
#b10001111010110
#b10001111011001
#b10010000110101
#b10010000110111
#b10010000111010
#b10010000111011
#b10010000111100
#b10010000111101
#b10010001101011
#b10010001101110
#b10010001101111
#b10010001110101
#b10010001110110
#b10010001111010
#b10010001111011
#b10010100001100
#b10010100001101
#b10010100001110
#b10010100001111
#b10010100011011
#b10010100011100
#b10010100011101
#b10010100011110
#b10010110000111
#b10010110001110
#b10010110001111
#b10010110100001
#b10010110100011
#b10010111000011
#b10010111000110
#b10010111010000
#b10010111010001
#b10010111100001
#b10010111100011
#b10010111101000
#b10011000010100
#b10011000010111
#b10011000101110
#b10011000101111
#b10011010000101
#b10011010001011
#b10011010111000
#b10011010111100
#b10011011100001
#b10011011100010
#b10011011110000
#b10011011110001
#b10011100001010
#b10011100001011
#b10011100010100
#b10011100010110
#b10011101000010
#b10011101000101
#b10011101011000
#b10011101100001
#b10011101100010
#b10011110000100
#b10011110000101
#b10011110001010
#b10011110001011
#b10011110100001
#b10011110100010
#b10011110101100
#b10011110110000
#b10011110110001
#b10100001011001
#b10100001011100
#b10100001011101
#b10100001011110
#b10100001100101
#b10100001101110
#b10100001101111
#b10100001110010
#b10100001110110
#b10100001111001
#b10100001111011
#b10100010110011
#b10100010111001
#b10100010111100
#b10100010111101
#b10100011001011
#b10100011011100
#b10100011011110
#b10100011100101
#b10100011101100
#b10100011110010
#b10100011110110
#b10100101100001
#b10100101100011
#b10100101110000
#b10100101110001
#b10100101111000
#b10100110000101
#b10100110001011
#b10100110111000
#b10100110111100
#b10100111000010
#b10100111000101
#b10100111011000
#b10100111100001
#b10100111100010
#b10100111101100
#b10101100001001
#b10101100001110
#b10101100001111
#b10101100010011
#b10101100011101
#b10101100011110
#b10101100100001
#b10101100100011
#b10101100111101
#b10101110000100
#b10101110000110
#b10101110001001
#b10101110001101
#b10101110010000
#b10101110010001
#b10101111000010
#b10101111000011
#b10101111000100
#b10101111000110
#b10101111001000
#b10101111001101
#b10110000100111
#b10110000101001
#b10110000111010
#b10110000111101
#b10110001001110
#b10110001001111
#b10110001010011
#b10110001110100
#b10110001110101
#b10110001111010
#b10110010000111
#b10110010001110
#b10110010001111
#b10110010100001
#b10110010100011
#b10110011101000
#b10110011110100
#b10110011110101
#b10110100001110
#b10110100001111
#b10110100011100
#b10110100011110
#b10110100111000
#b10110100111100
#b10111000010011
#b10111000010100
#b10111000011010
#b10111000100110
#b10111000101001
#b10111000110100
#b10111000110101
#b10111001000011
#b10111001000110
#b10111001010000
#b10111001010001
#b10111001101000
#b10111010000101
#b10111010000110
#b10111010001100
#b10111010011000
#b10111100001001
#b10111100001010
#b10111100001101
#b10111100010011
#b10111100010100
#b10111100011010
#b10111100100001
#b10111100100011
#b10111100101000
#b10111100110100
#b10111100110101
#b10111101000010
#b10111101000011
#b10111101000101
#b10111101000110
#b10111101001100
#b11000010011010
#b11000010011011
#b11000010011101
#b11000010011110
#b11000010100110
#b11000010100111
#b11000010110100
#b11000010111010
#b11000010111101
#b11000011010010
#b11000011010111
#b11000011011110
#b11000011101001
#b11000011101011
#b11000011110100
#b11000011110101
#b11000011110110
#b11000100110101
#b11000100110111
#b11000100111010
#b11000100111011
#b11000100111101
#b11000101001101
#b11000101001110
#b11000101001111
#b11000101101001
#b11000101110100
#b11000101111010
#b11000110100101
#b11000110101110
#b11000110101111
#b11000111010010
#b11000111010110
#b11000111101001
#b11000111101011
#b11001000011010
#b11001000011011
#b11001000011101
#b11001000011110
#b11001000110101
#b11001000110111
#b11001000111010
#b11001000111011
#b11001000111101
#b11001010000110
#b11001010000111
#b11001010001101
#b11001010001110
#b11001010001111
#b11001011010000
#b11001011010001
#b11001011101000
#b11001011110100
#b11001101000010
#b11001101000101
#b11001101011110
#b11001110100001
#b11001110100010
#b11001111010000
#b11001111010001
#b11001111010110
#b11010000101100
#b11010000101110
#b11010000101111
#b11010000110010
#b11010000111001
#b11010000111100
#b11010001011001
#b11010001011100
#b11010001011110
#b11010001100101
#b11010001110010
#b11010001111001
#b11010010110000
#b11010010110001
#b11010010111000
#b11010010111100
#b11010011000010
#b11010011000101
#b11010011100001
#b11010011100010
#b11010011110000
#b11010011110001
#b11010110000100
#b11010110000111
#b11010110001001
#b11010110001110
#b11010110001111
#b11010110010000
#b11010110010001
#b11010110011110
#b11010111000010
#b11010111000011
#b11010111000100
#b11010111000110
#b11010111001000
#b11010111100001
#b11010111100010
#b11010111100011
#b11010111100100
#b11010111100110
#b11011000010011
#b11011000010100
#b11011000011110
#b11011000100111
#b11011000101001
#b11011001000011
#b11011001000111
#b11011001010000
#b11011001010001
